date_heure,consommation_mw,nucleaire,eolien,solaire,hydraulique,gaz,charbon,fioul,bioenergies,taux_co2,ech_physiques,heure,prix_eur_mwh,tranche_prix,id_temps
2025-01-01 12:00:00+01:00,61047.0,42917.0,15448.0,6384.0,3901.0,1699.0,16.0,94.0,1206.0,16.0,-8082.0,11,28.11,Bon marché,23
2025-01-01 12:30:00+01:00,62254.0,43661.0,15687.0,7213.0,4228.0,1720.0,17.0,94.0,1213.0,16.0,-8787.0,11,28.11,Bon marché,24
2025-01-01 13:00:00+01:00,63194.0,43545.0,15817.0,7700.0,4824.0,1704.0,17.0,95.0,1213.0,16.0,-8973.0,12,30.0,Bon marché,25
2025-01-01 13:30:00+01:00,62083.0,42818.0,15914.0,7920.0,4882.0,1704.0,16.0,95.0,1223.0,16.0,-9899.0,12,30.0,Bon marché,26
2025-01-01 14:00:00+01:00,60672.0,42341.0,16025.0,7906.0,4236.0,1707.0,17.0,96.0,1228.0,16.0,-10264.0,13,21.5,Bon marché,27
2025-01-01 14:30:00+01:00,59313.0,42671.0,16036.0,7275.0,4217.0,1674.0,17.0,95.0,1234.0,16.0,-11275.0,13,21.5,Bon marché,28
2025-01-01 15:00:00+01:00,57917.0,42761.0,16139.0,6185.0,4056.0,1694.0,17.0,94.0,1231.0,16.0,-11649.0,14,10.68,Bon marché,29
2025-01-01 15:30:00+01:00,57233.0,42363.0,16199.0,4834.0,3951.0,1667.0,17.0,94.0,1237.0,17.0,-10067.0,14,10.68,Bon marché,30
2025-01-01 16:00:00+01:00,56443.0,42905.0,16234.0,3303.0,4117.0,1702.0,17.0,94.0,1230.0,17.0,-9992.0,15,20.18,Bon marché,31
2025-01-01 16:30:00+01:00,56306.0,42882.0,16258.0,1851.0,4292.0,1682.0,18.0,95.0,1233.0,17.0,-9547.0,15,20.18,Bon marché,32
2025-01-01 17:00:00+01:00,56632.0,44241.0,16381.0,695.0,4623.0,1803.0,19.0,93.0,1220.0,17.0,-10587.0,16,35.72,Moyen,33
2025-01-01 17:30:00+01:00,58328.0,46024.0,16797.0,105.0,4480.0,1941.0,20.0,93.0,1207.0,18.0,-10160.0,16,35.72,Moyen,34
2025-01-01 18:00:00+01:00,60437.0,46804.0,17224.0,2.0,4917.0,2007.0,20.0,93.0,1226.0,18.0,-9371.0,17,48.06,Moyen,35
2025-01-01 18:30:00+01:00,61969.0,47435.0,17572.0,0.0,5303.0,1985.0,20.0,93.0,1227.0,17.0,-9226.0,17,48.06,Moyen,36
2025-01-01 19:00:00+01:00,63069.0,48251.0,17683.0,0.0,5605.0,1876.0,19.0,94.0,1236.0,17.0,-9256.0,18,50.14,Moyen,37
2025-01-01 19:30:00+01:00,63645.0,48388.0,17461.0,0.0,5390.0,2106.0,19.0,93.0,1230.0,18.0,-8624.0,18,50.14,Moyen,38
2025-01-01 20:00:00+01:00,63170.0,48204.0,17085.0,0.0,5358.0,2118.0,19.0,94.0,1238.0,18.0,-8525.0,19,41.5,Moyen,39
2025-01-01 20:30:00+01:00,62176.0,48525.0,16773.0,0.0,5183.0,2122.0,19.0,94.0,1238.0,18.0,-9569.0,19,41.5,Moyen,40
2025-01-01 21:00:00+01:00,60907.0,48192.0,16349.0,0.0,4827.0,1967.0,19.0,95.0,1233.0,18.0,-9514.0,20,34.93,Moyen,41
2025-01-01 21:30:00+01:00,60028.0,48437.0,15565.0,0.0,4694.0,1851.0,19.0,95.0,1227.0,17.0,-9496.0,20,34.93,Moyen,42
2025-01-01 22:00:00+01:00,58991.0,48237.0,14910.0,0.0,4514.0,1840.0,19.0,95.0,1229.0,17.0,-9435.0,21,34.69,Moyen,43
2025-01-01 22:30:00+01:00,59560.0,48136.0,14016.0,0.0,4470.0,2011.0,18.0,95.0,1230.0,19.0,-7719.0,21,34.69,Moyen,44
2025-01-01 23:00:00+01:00,60733.0,48405.0,13492.0,0.0,4509.0,2046.0,18.0,95.0,1238.0,19.0,-6806.0,22,28.04,Bon marché,45
2025-01-01 23:30:00+01:00,59991.0,47886.0,12984.0,0.0,4384.0,2079.0,18.0,95.0,1240.0,19.0,-6307.0,22,28.04,Bon marché,46
2025-01-02 00:00:00+01:00,59499.0,47603.0,12540.0,0.0,4185.0,2012.0,18.0,95.0,1240.0,19.0,-5756.0,23,39.84,Moyen,47
2025-01-02 00:30:00+01:00,58804.0,46266.0,12459.0,0.0,4292.0,1814.0,18.0,94.0,1227.0,18.0,-5442.0,23,39.84,Moyen,48
2025-01-02 01:00:00+01:00,56357.0,44492.0,12062.0,0.0,4353.0,1845.0,18.0,95.0,1221.0,19.0,-6028.0,0,44.1,Moyen,49
2025-01-02 01:30:00+01:00,55767.0,45050.0,11747.0,0.0,4543.0,1681.0,18.0,94.0,1217.0,18.0,-6917.0,0,44.1,Moyen,50
2025-01-02 02:00:00+01:00,55161.0,44952.0,11394.0,0.0,4498.0,1719.0,18.0,93.0,1220.0,18.0,-6854.0,1,44.7,Moyen,51
2025-01-02 02:30:00+01:00,54874.0,45505.0,11085.0,0.0,4296.0,1713.0,18.0,91.0,1207.0,18.0,-6895.0,1,44.7,Moyen,52
2025-01-02 03:00:00+01:00,53617.0,44961.0,10812.0,0.0,4295.0,1754.0,18.0,91.0,1212.0,19.0,-6950.0,2,42.92,Moyen,53
2025-01-02 03:30:00+01:00,52768.0,45353.0,10483.0,0.0,4306.0,1763.0,18.0,91.0,1200.0,19.0,-7695.0,2,42.92,Moyen,54
2025-01-02 04:00:00+01:00,51868.0,44935.0,10246.0,0.0,4181.0,1763.0,18.0,91.0,1204.0,19.0,-7748.0,3,40.15,Moyen,55
2025-01-02 04:30:00+01:00,51701.0,45685.0,9909.0,0.0,4117.0,1756.0,18.0,91.0,1208.0,19.0,-8572.0,3,40.15,Moyen,56
2025-01-02 05:00:00+01:00,51671.0,46452.0,9524.0,0.0,4098.0,1748.0,18.0,91.0,1214.0,19.0,-8893.0,4,52.51,Moyen,57
2025-01-02 05:30:00+01:00,53048.0,47729.0,9216.0,0.0,4141.0,1752.0,18.0,91.0,1208.0,19.0,-8671.0,4,52.51,Moyen,58
2025-01-02 06:00:00+01:00,53985.0,48908.0,8820.0,0.0,4210.0,1753.0,18.0,92.0,1203.0,18.0,-8604.0,5,93.3,Cher,59
2025-01-02 06:30:00+01:00,56236.0,49897.0,8296.0,0.0,4893.0,1790.0,18.0,93.0,1203.0,18.0,-8233.0,5,93.3,Cher,60
2025-01-02 07:00:00+01:00,57655.0,50378.0,7549.0,0.0,5772.0,1941.0,18.0,93.0,1192.0,18.0,-8319.0,6,120.03,Cher,61
2025-01-02 07:30:00+01:00,59435.0,50934.0,6878.0,0.0,6628.0,2321.0,19.0,94.0,1194.0,20.0,-8346.0,6,120.03,Cher,62
2025-01-02 08:00:00+01:00,61027.0,51496.0,6255.0,0.0,7350.0,2526.0,19.0,93.0,1196.0,21.0,-7800.0,7,135.52,Cher,63
2025-01-02 08:30:00+01:00,62349.0,51521.0,5950.0,12.0,8072.0,3080.0,19.0,94.0,1190.0,23.0,-7467.0,7,135.52,Cher,64
2025-01-02 09:00:00+01:00,63486.0,51640.0,5948.0,174.0,9016.0,3414.0,19.0,93.0,1190.0,24.0,-7841.0,8,136.48,Cher,65
2025-01-02 09:30:00+01:00,64673.0,51857.0,5845.0,532.0,9562.0,3859.0,19.0,93.0,1193.0,26.0,-8097.0,8,136.48,Cher,66
2025-01-02 10:00:00+01:00,65674.0,51993.0,5687.0,1010.0,9688.0,4060.0,19.0,93.0,1190.0,27.0,-7894.0,9,129.04,Cher,67
2025-01-02 10:30:00+01:00,66489.0,52177.0,5420.0,1504.0,9843.0,4311.0,19.0,93.0,1168.0,28.0,-7885.0,9,129.04,Cher,68
2025-01-02 11:00:00+01:00,66630.0,52186.0,4917.0,1919.0,9576.0,4690.0,19.0,92.0,1173.0,29.0,-7826.0,10,125.7,Cher,69
2025-01-02 11:30:00+01:00,67286.0,52075.0,4514.0,2374.0,8771.0,4750.0,19.0,91.0,1183.0,30.0,-6382.0,10,125.7,Cher,70
2025-01-02 12:00:00+01:00,68292.0,52445.0,4074.0,2940.0,8958.0,4766.0,19.0,89.0,1179.0,30.0,-6069.0,11,125.72,Cher,71
2025-01-02 12:30:00+01:00,69224.0,52582.0,3719.0,3034.0,9428.0,4764.0,19.0,89.0,1180.0,30.0,-5488.0,11,125.72,Cher,72
2025-01-02 13:00:00+01:00,69987.0,52626.0,3458.0,3021.0,9782.0,4772.0,19.0,90.0,1183.0,30.0,-4868.0,12,119.3,Cher,73
2025-01-02 13:30:00+01:00,69125.0,52766.0,3273.0,3011.0,10671.0,4793.0,19.0,89.0,1182.0,29.0,-6618.0,12,119.3,Cher,74
2025-01-02 14:00:00+01:00,67865.0,52807.0,3288.0,2794.0,10069.0,4861.0,19.0,90.0,1186.0,30.0,-7184.0,13,124.65,Cher,75
2025-01-02 14:30:00+01:00,67191.0,52932.0,3239.0,2499.0,8722.0,4765.0,19.0,90.0,1183.0,30.0,-6170.0,13,124.65,Cher,76
2025-01-02 15:00:00+01:00,66184.0,53184.0,2992.0,2010.0,9062.0,4726.0,19.0,90.0,1169.0,30.0,-6958.0,14,130.11,Cher,77
2025-01-02 15:30:00+01:00,65536.0,53378.0,2899.0,1489.0,9931.0,4667.0,19.0,86.0,1173.0,30.0,-7946.0,14,130.11,Cher,78
2025-01-02 16:00:00+01:00,64821.0,53391.0,2827.0,1007.0,10764.0,4645.0,19.0,85.0,1172.0,29.0,-8955.0,15,139.5,Cher,79
2025-01-02 16:30:00+01:00,64537.0,53286.0,2713.0,532.0,12358.0,4935.0,19.0,85.0,1177.0,30.0,-10455.0,15,139.5,Cher,80
2025-01-02 17:00:00+01:00,64607.0,53300.0,2805.0,194.0,13144.0,4990.0,19.0,88.0,1184.0,30.0,-11005.0,16,153.4,Cher,81
2025-01-02 17:30:00+01:00,65475.0,53311.0,2906.0,16.0,12792.0,5012.0,19.0,89.0,1176.0,31.0,-9731.0,16,153.4,Cher,82
2025-01-02 18:00:00+01:00,67100.0,53382.0,2983.0,0.0,13403.0,4994.0,19.0,89.0,1170.0,30.0,-8825.0,17,153.15,Cher,83
2025-01-02 18:30:00+01:00,68388.0,53474.0,3089.0,0.0,13472.0,5033.0,19.0,89.0,1154.0,30.0,-7832.0,17,153.15,Cher,84
2025-01-02 19:00:00+01:00,69596.0,53453.0,3214.0,0.0,13642.0,4982.0,19.0,89.0,1148.0,30.0,-6835.0,18,146.66,Cher,85
2025-01-02 19:30:00+01:00,69798.0,53479.0,3291.0,0.0,13338.0,5093.0,19.0,91.0,1147.0,31.0,-6546.0,18,146.66,Cher,86
2025-01-02 20:00:00+01:00,68781.0,53465.0,3331.0,0.0,12511.0,5027.0,19.0,90.0,1154.0,31.0,-6681.0,19,130.6,Cher,87
2025-01-02 20:30:00+01:00,67032.0,53492.0,3262.0,0.0,12059.0,4809.0,20.0,89.0,1166.0,30.0,-7747.0,19,130.6,Cher,88
2025-01-02 21:00:00+01:00,65161.0,53474.0,3189.0,0.0,10415.0,4625.0,20.0,89.0,1177.0,30.0,-7701.0,20,120.62,Cher,89
2025-01-02 21:30:00+01:00,63709.0,53017.0,3138.0,0.0,10522.0,4354.0,20.0,90.0,1168.0,29.0,-8474.0,20,120.62,Cher,90
2025-01-02 22:00:00+01:00,62328.0,52589.0,3124.0,0.0,9803.0,4077.0,20.0,89.0,1169.0,28.0,-8390.0,21,117.89,Cher,91
2025-01-02 22:30:00+01:00,62997.0,52555.0,3028.0,0.0,8969.0,3918.0,20.0,89.0,1167.0,27.0,-6596.0,21,117.89,Cher,92
2025-01-02 23:00:00+01:00,64356.0,52490.0,3003.0,0.0,9197.0,3854.0,20.0,89.0,1172.0,27.0,-5314.0,22,118.56,Cher,93
2025-01-02 23:30:00+01:00,63699.0,52484.0,2957.0,0.0,8553.0,3207.0,19.0,90.0,1177.0,24.0,-4608.0,22,118.56,Cher,94
2025-01-03 00:00:00+01:00,63382.0,52420.0,2935.0,0.0,8089.0,3004.0,19.0,90.0,1176.0,24.0,-4147.0,23,103.88,Cher,95
2025-01-03 00:30:00+01:00,62211.0,52418.0,2883.0,0.0,8132.0,2558.0,19.0,89.0,1179.0,21.0,-4875.0,23,103.88,Cher,96
2025-01-03 01:00:00+01:00,59797.0,52288.0,2727.0,0.0,7563.0,1946.0,19.0,89.0,1181.0,19.0,-5098.0,0,95.18,Cher,97
2025-01-03 01:30:00+01:00,59240.0,52384.0,2652.0,0.0,7370.0,1896.0,19.0,89.0,1186.0,19.0,-5172.0,0,95.18,Cher,98
2025-01-03 02:00:00+01:00,58692.0,52376.0,2662.0,0.0,7137.0,1844.0,18.0,90.0,1177.0,19.0,-5093.0,1,89.94,Cher,99
2025-01-03 02:30:00+01:00,58379.0,52585.0,2629.0,0.0,7026.0,1834.0,18.0,89.0,1181.0,19.0,-4980.0,1,89.94,Cher,100
2025-01-03 03:00:00+01:00,57139.0,52526.0,2492.0,0.0,6769.0,1861.0,17.0,89.0,1179.0,19.0,-5239.0,2,87.67,Cher,101
2025-01-03 03:30:00+01:00,56332.0,52259.0,2609.0,0.0,6335.0,1816.0,18.0,89.0,1186.0,19.0,-5170.0,2,87.67,Cher,102
2025-01-03 04:00:00+01:00,55505.0,51792.0,2607.0,0.0,6323.0,1815.0,19.0,89.0,1186.0,19.0,-5399.0,3,84.06,Cher,103
2025-01-03 04:30:00+01:00,55384.0,52085.0,2559.0,0.0,6269.0,1829.0,19.0,89.0,1184.0,19.0,-5627.0,3,84.06,Cher,104
2025-01-03 05:00:00+01:00,55392.0,52311.0,2468.0,0.0,6172.0,1805.0,19.0,89.0,1184.0,19.0,-5606.0,4,92.25,Cher,105
2025-01-03 05:30:00+01:00,56720.0,52398.0,2470.0,0.0,6378.0,1812.0,19.0,88.0,1180.0,19.0,-4854.0,4,92.25,Cher,106
2025-01-03 06:00:00+01:00,57724.0,52379.0,2458.0,0.0,6567.0,1821.0,20.0,88.0,1172.0,19.0,-4412.0,5,100.14,Cher,107
2025-01-03 06:30:00+01:00,60034.0,52445.0,2519.0,0.0,6729.0,1889.0,20.0,89.0,1165.0,19.0,-3087.0,5,100.14,Cher,108
2025-01-03 07:00:00+01:00,61616.0,53180.0,2552.0,0.0,7165.0,1921.0,20.0,90.0,1161.0,19.0,-2911.0,6,119.27,Cher,109
2025-01-03 07:30:00+01:00,63699.0,53106.0,2723.0,0.0,7950.0,2381.0,20.0,89.0,1166.0,21.0,-2671.0,6,119.27,Cher,110
2025-01-03 08:00:00+01:00,65416.0,53218.0,2833.0,0.0,8457.0,2885.0,20.0,89.0,1159.0,23.0,-2790.0,7,127.28,Cher,111
2025-01-03 08:30:00+01:00,67084.0,53129.0,2822.0,8.0,9456.0,3204.0,20.0,89.0,1160.0,24.0,-2512.0,7,127.28,Cher,112
2025-01-03 09:00:00+01:00,68331.0,53338.0,2780.0,168.0,10238.0,3186.0,20.0,89.0,1157.0,23.0,-2537.0,8,132.97,Cher,113
2025-01-03 09:30:00+01:00,69410.0,53495.0,2790.0,679.0,11766.0,3027.0,20.0,90.0,1146.0,22.0,-3531.0,8,132.97,Cher,114
2025-01-03 10:00:00+01:00,70339.0,53449.0,2701.0,1446.0,11990.0,3134.0,19.0,89.0,1141.0,22.0,-3503.0,9,130.52,Cher,115
2025-01-03 10:30:00+01:00,70710.0,53205.0,2747.0,2357.0,10748.0,3144.0,20.0,90.0,1138.0,22.0,-2581.0,9,130.52,Cher,116
2025-01-03 11:00:00+01:00,70609.0,53204.0,2690.0,3182.0,9673.0,3132.0,20.0,90.0,1138.0,22.0,-2362.0,10,123.2,Cher,117
2025-01-03 11:30:00+01:00,70750.0,53321.0,2540.0,4089.0,8894.0,3142.0,20.0,90.0,1137.0,23.0,-1977.0,10,123.2,Cher,118
2025-01-03 12:00:00+01:00,71011.0,53292.0,2410.0,4866.0,8517.0,2793.0,20.0,91.0,1140.0,21.0,-1564.0,11,113.51,Cher,119
2025-01-03 12:30:00+01:00,72280.0,53123.0,2409.0,6115.0,8198.0,2738.0,20.0,91.0,1161.0,20.0,-1252.0,11,113.51,Cher,120
2025-01-03 13:00:00+01:00,72965.0,53128.0,2470.0,6823.0,8153.0,2579.0,19.0,89.0,1165.0,20.0,-1135.0,12,107.6,Cher,121
2025-01-03 13:30:00+01:00,70601.0,52846.0,2658.0,6196.0,7661.0,2347.0,20.0,90.0,1179.0,19.0,-2244.0,12,107.6,Cher,122
2025-01-03 14:00:00+01:00,68806.0,52550.0,2871.0,5623.0,7125.0,2238.0,19.0,92.0,1175.0,19.0,-2707.0,13,105.88,Cher,123
2025-01-03 14:30:00+01:00,67684.0,52081.0,2940.0,4969.0,6949.0,2281.0,20.0,92.0,1174.0,19.0,-2658.0,13,105.88,Cher,124
2025-01-03 15:00:00+01:00,66413.0,51845.0,2939.0,4258.0,6939.0,2261.0,20.0,93.0,1167.0,19.0,-2956.0,14,110.22,Cher,125
2025-01-03 15:30:00+01:00,65739.0,52140.0,2998.0,3262.0,7186.0,2354.0,19.0,92.0,1175.0,20.0,-3396.0,14,110.22,Cher,126
2025-01-03 16:00:00+01:00,65064.0,52180.0,2978.0,2166.0,7771.0,2481.0,18.0,93.0,1187.0,21.0,-3717.0,15,123.2,Cher,127
2025-01-03 16:30:00+01:00,65006.0,52345.0,2832.0,1180.0,10098.0,2673.0,17.0,93.0,1180.0,21.0,-5381.0,15,123.2,Cher,128
2025-01-03 17:00:00+01:00,65656.0,52558.0,2773.0,419.0,11670.0,2747.0,17.0,93.0,1175.0,21.0,-5745.0,16,141.2,Cher,129
2025-01-03 17:30:00+01:00,67511.0,53238.0,2840.0,50.0,12887.0,2762.0,17.0,93.0,1169.0,21.0,-5448.0,16,141.2,Cher,130
2025-01-03 18:00:00+01:00,70027.0,53301.0,2926.0,0.0,14988.0,2800.0,17.0,93.0,1164.0,20.0,-5184.0,17,144.48,Cher,131
2025-01-03 18:30:00+01:00,71802.0,53111.0,3046.0,0.0,15301.0,2788.0,17.0,297.0,1166.0,22.0,-3777.0,17,144.48,Cher,132
2025-01-03 19:00:00+01:00,73026.0,53125.0,3182.0,0.0,15481.0,2872.0,17.0,801.0,1167.0,28.0,-3468.0,18,141.43,Cher,133
2025-01-03 19:30:00+01:00,73292.0,53152.0,3355.0,0.0,14643.0,2896.0,17.0,836.0,1174.0,28.0,-2650.0,18,141.43,Cher,134
2025-01-03 20:00:00+01:00,72440.0,53233.0,3503.0,0.0,13890.0,2760.0,17.0,840.0,1176.0,28.0,-2842.0,19,133.2,Cher,135
2025-01-03 20:30:00+01:00,70852.0,53460.0,3664.0,0.0,13886.0,2572.0,17.0,723.0,1178.0,26.0,-4534.0,19,133.2,Cher,136
2025-01-03 21:00:00+01:00,69169.0,53544.0,3721.0,0.0,12633.0,2525.0,17.0,128.0,1184.0,20.0,-4468.0,20,119.9,Cher,137
2025-01-03 21:30:00+01:00,67960.0,53562.0,3655.0,0.0,11941.0,2190.0,17.0,92.0,1189.0,18.0,-4576.0,20,119.9,Cher,138
2025-01-03 22:00:00+01:00,66838.0,53508.0,3609.0,0.0,11432.0,2068.0,17.0,92.0,1192.0,18.0,-4947.0,21,123.58,Cher,139
2025-01-03 22:30:00+01:00,67566.0,53531.0,3497.0,0.0,11634.0,2208.0,17.0,93.0,1200.0,18.0,-4459.0,21,123.58,Cher,140
2025-01-03 23:00:00+01:00,69041.0,53513.0,3473.0,0.0,12174.0,2255.0,18.0,93.0,1199.0,18.0,-3521.0,22,126.09,Cher,141
2025-01-03 23:30:00+01:00,68420.0,53337.0,3470.0,0.0,11097.0,2242.0,18.0,92.0,1199.0,19.0,-2877.0,22,126.09,Cher,142
2025-01-04 00:00:00+01:00,68166.0,53055.0,3428.0,0.0,10816.0,2256.0,18.0,93.0,1205.0,19.0,-2590.0,23,109.06,Cher,143
2025-01-04 00:30:00+01:00,67380.0,52922.0,3254.0,0.0,11330.0,2013.0,18.0,93.0,1201.0,18.0,-3371.0,23,109.06,Cher,144
2025-01-04 01:00:00+01:00,65059.0,52772.0,3145.0,0.0,9980.0,1816.0,17.0,94.0,1201.0,17.0,-3839.0,0,101.0,Cher,145
2025-01-04 01:30:00+01:00,64368.0,52807.0,3074.0,0.0,9214.0,1817.0,18.0,93.0,1199.0,17.0,-3560.0,0,101.0,Cher,146
2025-01-04 02:00:00+01:00,63680.0,52113.0,3002.0,0.0,8763.0,1805.0,18.0,95.0,1206.0,18.0,-2802.0,1,95.53,Cher,147
2025-01-04 02:30:00+01:00,63162.0,49975.0,3016.0,0.0,10125.0,1868.0,17.0,202.0,1207.0,19.0,-2756.0,1,95.53,Cher,148
2025-01-04 03:00:00+01:00,61572.0,49760.0,3025.0,0.0,9790.0,1945.0,17.0,375.0,1192.0,22.0,-4036.0,2,94.33,Cher,149
2025-01-04 03:30:00+01:00,60751.0,49759.0,3060.0,0.0,9975.0,2057.0,18.0,668.0,1186.0,26.0,-5508.0,2,94.33,Cher,150
2025-01-04 04:00:00+01:00,60270.0,49886.0,3085.0,0.0,10379.0,2057.0,18.0,481.0,1173.0,24.0,-6346.0,3,96.62,Cher,151
2025-01-04 04:30:00+01:00,59922.0,49611.0,3232.0,0.0,10176.0,2049.0,18.0,438.0,1172.0,23.0,-6285.0,3,96.62,Cher,152
2025-01-04 05:00:00+01:00,59686.0,49703.0,3372.0,0.0,10199.0,2026.0,18.0,422.0,1176.0,23.0,-6749.0,4,102.63,Cher,153
2025-01-04 05:30:00+01:00,60286.0,49830.0,3491.0,0.0,10410.0,2051.0,18.0,422.0,1182.0,23.0,-6837.0,4,102.63,Cher,154
2025-01-04 06:00:00+01:00,60623.0,49923.0,3530.0,0.0,10008.0,2171.0,18.0,420.0,1186.0,23.0,-6518.0,5,110.89,Cher,155
2025-01-04 06:30:00+01:00,61401.0,49818.0,3563.0,0.0,10391.0,2490.0,18.0,422.0,1184.0,25.0,-6378.0,5,110.89,Cher,156
2025-01-04 07:00:00+01:00,62164.0,49681.0,3638.0,0.0,10712.0,3127.0,18.0,421.0,1182.0,28.0,-6506.0,6,120.25,Cher,157
2025-01-04 07:30:00+01:00,63520.0,49508.0,3818.0,0.0,10937.0,3553.0,19.0,419.0,1174.0,30.0,-5778.0,6,120.25,Cher,158
2025-01-04 08:00:00+01:00,64544.0,49787.0,3914.0,0.0,11650.0,3854.0,19.0,421.0,1182.0,30.0,-6167.0,7,128.39,Cher,159
2025-01-04 08:30:00+01:00,65654.0,49757.0,4122.0,15.0,12070.0,4545.0,15.0,420.0,1181.0,33.0,-6349.0,7,128.39,Cher,160
2025-01-04 09:00:00+01:00,66642.0,49827.0,4243.0,184.0,12254.0,5328.0,11.0,422.0,1176.0,36.0,-6691.0,8,130.75,Cher,161
2025-01-04 09:30:00+01:00,67927.0,50039.0,4287.0,675.0,12372.0,5535.0,12.0,167.0,1175.0,34.0,-6236.0,8,130.75,Cher,162
2025-01-04 10:00:00+01:00,68971.0,50167.0,4324.0,1350.0,12444.0,5538.0,11.0,95.0,1177.0,33.0,-6038.0,9,130.34,Cher,163
2025-01-04 10:30:00+01:00,69920.0,50197.0,4148.0,2092.0,12178.0,5625.0,9.0,96.0,1168.0,33.0,-5458.0,9,130.34,Cher,164
2025-01-04 11:00:00+01:00,70361.0,50177.0,3878.0,2844.0,11558.0,5643.0,10.0,100.0,1171.0,34.0,-4859.0,10,128.29,Cher,165
2025-01-04 11:30:00+01:00,70740.0,50257.0,3664.0,3417.0,11348.0,5731.0,10.0,98.0,1172.0,34.0,-4791.0,10,128.29,Cher,166
2025-01-04 12:00:00+01:00,71230.0,50332.0,3508.0,3778.0,11331.0,5815.0,10.0,98.0,1171.0,34.0,-4647.0,11,130.03,Cher,167
2025-01-04 12:30:00+01:00,72365.0,50387.0,3410.0,4092.0,11711.0,5850.0,9.0,97.0,1185.0,34.0,-4259.0,11,130.03,Cher,168
